model_date,Geo,Geo_Level,Freq,Incidents,Split,yhat,yhat_lower,yhat_upper
2020-08-01,Allentown,neighborhood,monthly,13,Test,23.945645629835422,17.088964619034787,30.55145265068383
2020-09-01,Allentown,neighborhood,monthly,21,Test,32.181996370329074,24.934631179273783,38.78736460897323
2020-10-01,Allentown,neighborhood,monthly,22,Test,26.597983117794048,19.85365799908858,33.436728813352914
2020-11-01,Allentown,neighborhood,monthly,22,Test,27.51342928369043,20.71750847162662,34.3826297449383
2020-12-01,Allentown,neighborhood,monthly,22,Test,17.3372644942196,10.119566356287526,24.4114526061602
2015-01-01,Black Rock,neighborhood,monthly,17,Train,NA,NA,NA
2015-02-01,Black Rock,neighborhood,monthly,15,Train,NA,NA,NA
2015-03-01,Black Rock,neighborhood,monthly,23,Train,NA,NA,NA
2015-04-01,Black Rock,neighborhood,monthly,23,Train,NA,NA,NA
2015-05-01,Black Rock,neighborhood,monthly,20,Train,NA,NA,NA
2015-06-01,Black Rock,neighborhood,monthly,32,Train,NA,NA,NA
2015-07-01,Black Rock,neighborhood,monthly,27,Train,NA,NA,NA
2015-08-01,Black Rock,neighborhood,monthly,23,Train,NA,NA,NA
2015-09-01,Black Rock,neighborhood,monthly,34,Train,NA,NA,NA
2015-10-01,Black Rock,neighborhood,monthly,28,Train,NA,NA,NA
2015-11-01,Black Rock,neighborhood,monthly,17,Train,NA,NA,NA
2015-12-01,Black Rock,neighborhood,monthly,25,Train,NA,NA,NA
2016-01-01,Black Rock,neighborhood,monthly,27,Train,NA,NA,NA
2016-02-01,Black Rock,neighborhood,monthly,12,Train,NA,NA,NA
2016-03-01,Black Rock,neighborhood,monthly,29,Train,NA,NA,NA
2016-04-01,Black Rock,neighborhood,monthly,26,Train,NA,NA,NA
2016-05-01,Black Rock,neighborhood,monthly,10,Train,NA,NA,NA
2016-06-01,Black Rock,neighborhood,monthly,22,Train,NA,NA,NA
2016-07-01,Black Rock,neighborhood,monthly,17,Train,NA,NA,NA
2016-08-01,Black Rock,neighborhood,monthly,30,Train,NA,NA,NA
2016-09-01,Black Rock,neighborhood,monthly,28,Train,NA,NA,NA
2016-10-01,Black Rock,neighborhood,monthly,23,Train,NA,NA,NA
2016-11-01,Black Rock,neighborhood,monthly,12,Train,NA,NA,NA
2016-12-01,Black Rock,neighborhood,monthly,27,Train,NA,NA,NA
2017-01-01,Black Rock,neighborhood,monthly,19,Train,NA,NA,NA
2017-02-01,Black Rock,neighborhood,monthly,10,Train,NA,NA,NA
2017-03-01,Black Rock,neighborhood,monthly,14,Train,NA,NA,NA
2017-04-01,Black Rock,neighborhood,monthly,15,Train,NA,NA,NA
2017-05-01,Black Rock,neighborhood,monthly,20,Train,NA,NA,NA
2017-06-01,Black Rock,neighborhood,monthly,17,Train,NA,NA,NA
2017-07-01,Black Rock,neighborhood,monthly,18,Train,NA,NA,NA
2017-08-01,Black Rock,neighborhood,monthly,10,Train,NA,NA,NA
2017-09-01,Black Rock,neighborhood,monthly,28,Train,NA,NA,NA
2017-10-01,Black Rock,neighborhood,monthly,18,Train,NA,NA,NA
2017-11-01,Black Rock,neighborhood,monthly,18,Train,NA,NA,NA
2017-12-01,Black Rock,neighborhood,monthly,22,Train,NA,NA,NA
2018-01-01,Black Rock,neighborhood,monthly,17,Train,NA,NA,NA
2018-02-01,Black Rock,neighborhood,monthly,9,Train,NA,NA,NA
2018-03-01,Black Rock,neighborhood,monthly,18,Train,NA,NA,NA
2018-04-01,Black Rock,neighborhood,monthly,8,Train,NA,NA,NA
2018-05-01,Black Rock,neighborhood,monthly,12,Train,NA,NA,NA
2018-06-01,Black Rock,neighborhood,monthly,20,Train,NA,NA,NA
2018-07-01,Black Rock,neighborhood,monthly,21,Train,NA,NA,NA
2018-08-01,Black Rock,neighborhood,monthly,13,Train,NA,NA,NA
2018-09-01,Black Rock,neighborhood,monthly,23,Train,NA,NA,NA
2018-10-01,Black Rock,neighborhood,monthly,17,Train,NA,NA,NA
2018-11-01,Black Rock,neighborhood,monthly,16,Train,NA,NA,NA
2018-12-01,Black Rock,neighborhood,monthly,22,Train,NA,NA,NA
2019-01-01,Black Rock,neighborhood,monthly,12,Train,NA,NA,NA
2019-02-01,Black Rock,neighborhood,monthly,18,Train,NA,NA,NA
2019-03-01,Black Rock,neighborhood,monthly,11,Train,NA,NA,NA
2019-04-01,Black Rock,neighborhood,monthly,14,Train,NA,NA,NA
2019-05-01,Black Rock,neighborhood,monthly,9,Train,NA,NA,NA
2019-06-01,Black Rock,neighborhood,monthly,16,Train,NA,NA,NA
2019-07-01,Black Rock,neighborhood,monthly,20,Train,NA,NA,NA
2019-08-01,Black Rock,neighborhood,monthly,20,Train,NA,NA,NA
2019-09-01,Black Rock,neighborhood,monthly,11,Train,NA,NA,NA
2019-10-01,Black Rock,neighborhood,monthly,14,Train,NA,NA,NA
2019-11-01,Black Rock,neighborhood,monthly,19,Train,NA,NA,NA
2019-12-01,Black Rock,neighborhood,monthly,28,Train,NA,NA,NA
2020-01-01,Black Rock,neighborhood,monthly,23,Test,13.305318442526568,7.926069133087564,18.274787660550594
2020-02-01,Black Rock,neighborhood,monthly,7,Test,7.9256519838953094,2.5461273261567428,12.681846794829621
2020-03-01,Black Rock,neighborhood,monthly,13,Test,16.708550076893342,11.219293434793187,21.91757357914808
2020-04-01,Black Rock,neighborhood,monthly,9,Test,13.433993251683557,8.318654759425787,18.407116055832216
2020-05-01,Black Rock,neighborhood,monthly,8,Test,6.60157880589337,1.3941525480049355,12.020509537235492
2020-06-01,Black Rock,neighborhood,monthly,11,Test,12.923423931059343,7.9175006401619905,18.196924141045834
2020-07-01,Black Rock,neighborhood,monthly,14,Test,10.593246572505741,5.519836637639713,15.860946417443218
2020-08-01,Black Rock,neighborhood,monthly,12,Test,15.51492061532616,10.566538685898818,20.536090399844326
2020-09-01,Black Rock,neighborhood,monthly,11,Test,22.936198304346284,17.668632901295588,28.21051996112579
2020-10-01,Black Rock,neighborhood,monthly,20,Test,14.833259694989778,9.578978860813045,19.942982963784317
2020-11-01,Black Rock,neighborhood,monthly,19,Test,7.622617429284617,2.51924185811291,12.57147571484962
2020-12-01,Black Rock,neighborhood,monthly,22,Test,17.846842211129413,12.603741948096504,23.08164414720995
2015-01-01,Broadway Fillmore,neighborhood,monthly,89,Train,NA,NA,NA
2015-02-01,Broadway Fillmore,neighborhood,monthly,48,Train,NA,NA,NA
2015-03-01,Broadway Fillmore,neighborhood,monthly,70,Train,NA,NA,NA
2015-04-01,Broadway Fillmore,neighborhood,monthly,84,Train,NA,NA,NA
2015-05-01,Broadway Fillmore,neighborhood,monthly,100,Train,NA,NA,NA
2015-06-01,Broadway Fillmore,neighborhood,monthly,102,Train,NA,NA,NA
2015-07-01,Broadway Fillmore,neighborhood,monthly,96,Train,NA,NA,NA
2015-08-01,Broadway Fillmore,neighborhood,monthly,100,Train,NA,NA,NA
2015-09-01,Broadway Fillmore,neighborhood,monthly,86,Train,NA,NA,NA
2015-10-01,Broadway Fillmore,neighborhood,monthly,85,Train,NA,NA,NA
2015-11-01,Broadway Fillmore,neighborhood,monthly,75,Train,NA,NA,NA
2015-12-01,Broadway Fillmore,neighborhood,monthly,85,Train,NA,NA,NA
2016-01-01,Broadway Fillmore,neighborhood,monthly,80,Train,NA,NA,NA
2016-02-01,Broadway Fillmore,neighborhood,monthly,64,Train,NA,NA,NA
2016-03-01,Broadway Fillmore,neighborhood,monthly,74,Train,NA,NA,NA
2016-04-01,Broadway Fillmore,neighborhood,monthly,70,Train,NA,NA,NA
2016-05-01,Broadway Fillmore,neighborhood,monthly,77,Train,NA,NA,NA
2016-06-01,Broadway Fillmore,neighborhood,monthly,98,Train,NA,NA,NA
2016-07-01,Broadway Fillmore,neighborhood,monthly,105,Train,NA,NA,NA
2016-08-01,Broadway Fillmore,neighborhood,monthly,101,Train,NA,NA,NA
2016-09-01,Broadway Fillmore,neighborhood,monthly,83,Train,NA,NA,NA
2016-10-01,Broadway Fillmore,neighborhood,monthly,75,Train,NA,NA,NA
2016-11-01,Broadway Fillmore,neighborhood,monthly,82,Train,NA,NA,NA
2016-12-01,Broadway Fillmore,neighborhood,monthly,79,Train,NA,NA,NA
2017-01-01,Broadway Fillmore,neighborhood,monthly,80,Train,NA,NA,NA
2017-02-01,Broadway Fillmore,neighborhood,monthly,55,Train,NA,NA,NA
2017-03-01,Broadway Fillmore,neighborhood,monthly,67,Train,NA,NA,NA
2017-04-01,Broadway Fillmore,neighborhood,monthly,63,Train,NA,NA,NA
2017-05-01,Broadway Fillmore,neighborhood,monthly,91,Train,NA,NA,NA
2017-06-01,Broadway Fillmore,neighborhood,monthly,97,Train,NA,NA,NA
2017-07-01,Broadway Fillmore,neighborhood,monthly,91,Train,NA,NA,NA
2017-08-01,Broadway Fillmore,neighborhood,monthly,102,Train,NA,NA,NA
2017-09-01,Broadway Fillmore,neighborhood,monthly,68,Train,NA,NA,NA
2017-10-01,Broadway Fillmore,neighborhood,monthly,80,Train,NA,NA,NA
2017-11-01,Broadway Fillmore,neighborhood,monthly,75,Train,NA,NA,NA
2017-12-01,Broadway Fillmore,neighborhood,monthly,63,Train,NA,NA,NA
2018-01-01,Broadway Fillmore,neighborhood,monthly,62,Train,NA,NA,NA
2018-02-01,Broadway Fillmore,neighborhood,monthly,55,Train,NA,NA,NA
2018-03-01,Broadway Fillmore,neighborhood,monthly,40,Train,NA,NA,NA
2018-04-01,Broadway Fillmore,neighborhood,monthly,59,Train,NA,NA,NA
2018-05-01,Broadway Fillmore,neighborhood,monthly,80,Train,NA,NA,NA
2018-06-01,Broadway Fillmore,neighborhood,monthly,79,Train,NA,NA,NA
2018-07-01,Broadway Fillmore,neighborhood,monthly,87,Train,NA,NA,NA
2018-08-01,Broadway Fillmore,neighborhood,monthly,97,Train,NA,NA,NA
2018-09-01,Broadway Fillmore,neighborhood,monthly,66,Train,NA,NA,NA
2018-10-01,Broadway Fillmore,neighborhood,monthly,55,Train,NA,NA,NA
2018-11-01,Broadway Fillmore,neighborhood,monthly,53,Train,NA,NA,NA
2018-12-01,Broadway Fillmore,neighborhood,monthly,68,Train,NA,NA,NA
2019-01-01,Broadway Fillmore,neighborhood,monthly,58,Train,NA,NA,NA
2019-02-01,Broadway Fillmore,neighborhood,monthly,41,Train,NA,NA,NA
2019-03-01,Broadway Fillmore,neighborhood,monthly,49,Train,NA,NA,NA
2019-04-01,Broadway Fillmore,neighborhood,monthly,42,Train,NA,NA,NA
2019-05-01,Broadway Fillmore,neighborhood,monthly,71,Train,NA,NA,NA
2019-06-01,Broadway Fillmore,neighborhood,monthly,72,Train,NA,NA,NA
2019-07-01,Broadway Fillmore,neighborhood,monthly,90,Train,NA,NA,NA
2019-08-01,Broadway Fillmore,neighborhood,monthly,64,Train,NA,NA,NA
2019-09-01,Broadway Fillmore,neighborhood,monthly,67,Train,NA,NA,NA
2019-10-01,Broadway Fillmore,neighborhood,monthly,56,Train,NA,NA,NA
2019-11-01,Broadway Fillmore,neighborhood,monthly,62,Train,NA,NA,NA
2019-12-01,Broadway Fillmore,neighborhood,monthly,78,Train,NA,NA,NA
2020-01-01,Broadway Fillmore,neighborhood,monthly,55,Test,54.27947803108442,45.94303427526216,61.829430783534505
2020-02-01,Broadway Fillmore,neighborhood,monthly,54,Test,32.79642317276129,24.896583594671114,40.74498207660615
2020-03-01,Broadway Fillmore,neighborhood,monthly,49,Test,46.91025332680807,39.38451946049859,55.44387475500512
2020-04-01,Broadway Fillmore,neighborhood,monthly,33,Test,44.088075276117664,35.65481810590766,52.738264865920655
2020-05-01,Broadway Fillmore,neighborhood,monthly,46,Test,57.59632494789555,49.466700698544614,65.69698274366253
2020-06-01,Broadway Fillmore,neighborhood,monthly,61,Test,73.37956562029464,65.43510595820463,81.5843156894422
2020-07-01,Broadway Fillmore,neighborhood,monthly,79,Test,75.09267261050164,67.13586270964385,83.26627716066879
2020-08-01,Broadway Fillmore,neighborhood,monthly,63,Test,81.18195500929576,72.56113210445605,89.15282746762927
2020-09-01,Broadway Fillmore,neighborhood,monthly,65,Test,51.870437433516166,43.94669373623325,59.86081699720086
2020-10-01,Broadway Fillmore,neighborhood,monthly,63,Test,51.531066212215364,43.00281589595838,59.422004802542645
2020-11-01,Broadway Fillmore,neighborhood,monthly,59,Test,54.99464278958634,46.88480068595854,63.064060582716365
2020-12-01,Broadway Fillmore,neighborhood,monthly,59,Test,47.53323669205111,39.455151867511844,55.53268733192504
2015-01-01,Buffalo,City,daily,69,Train,NA,NA,NA
2015-01-02,Buffalo,City,daily,48,Train,NA,NA,NA
2015-01-03,Buffalo,City,daily,45,Train,NA,NA,NA
2015-01-04,Buffalo,City,daily,40,Train,NA,NA,NA
2015-01-05,Buffalo,City,daily,36,Train,NA,NA,NA
2015-01-06,Buffalo,City,daily,31,Train,NA,NA,NA
2015-01-07,Buffalo,City,daily,26,Train,NA,NA,NA
2015-01-08,Buffalo,City,daily,46,Train,NA,NA,NA
2015-01-09,Buffalo,City,daily,26,Train,NA,NA,NA
2015-01-10,Buffalo,City,daily,36,Train,NA,NA,NA
2015-01-11,Buffalo,City,daily,49,Train,NA,NA,NA
2015-01-12,Buffalo,City,daily,41,Train,NA,NA,NA
2015-01-13,Buffalo,City,daily,42,Train,NA,NA,NA
2015-01-14,Buffalo,City,daily,44,Train,NA,NA,NA
2015-01-15,Buffalo,City,daily,47,Train,NA,NA,NA
2015-01-16,Buffalo,City,daily,45,Train,NA,NA,NA
2015-01-17,Buffalo,City,daily,39,Train,NA,NA,NA
2015-01-18,Buffalo,City,daily,55,Train,NA,NA,NA
2015-01-19,Buffalo,City,daily,43,Train,NA,NA,NA
2015-01-20,Buffalo,City,daily,41,Train,NA,NA,NA
2015-01-21,Buffalo,City,daily,39,Train,NA,NA,NA
2015-01-22,Buffalo,City,daily,40,Train,NA,NA,NA
2015-01-23,Buffalo,City,daily,49,Train,NA,NA,NA
2015-01-24,Buffalo,City,daily,36,Train,NA,NA,NA
2015-01-25,Buffalo,City,daily,46,Train,NA,NA,NA
2015-01-26,Buffalo,City,daily,39,Train,NA,NA,NA
2015-01-27,Buffalo,City,daily,50,Train,NA,NA,NA
2015-01-28,Buffalo,City,daily,38,Train,NA,NA,NA
2015-01-29,Buffalo,City,daily,45,Train,NA,NA,NA
2015-01-30,Buffalo,City,daily,50,Train,NA,NA,NA
2015-01-31,Buffalo,City,daily,41,Train,NA,NA,NA
2015-02-01,Buffalo,City,daily,46,Train,NA,NA,NA
2015-02-02,Buffalo,City,daily,26,Train,NA,NA,NA
2015-02-03,Buffalo,City,daily,45,Train,NA,NA,NA
2015-02-04,Buffalo,City,daily,39,Train,NA,NA,NA
2015-02-05,Buffalo,City,daily,30,Train,NA,NA,NA
2015-02-06,Buffalo,City,daily,26,Train,NA,NA,NA
2015-02-07,Buffalo,City,daily,42,Train,NA,NA,NA
2015-02-08,Buffalo,City,daily,31,Train,NA,NA,NA
2015-02-09,Buffalo,City,daily,42,Train,NA,NA,NA
2015-02-10,Buffalo,City,daily,43,Train,NA,NA,NA
2015-02-11,Buffalo,City,daily,41,Train,NA,NA,NA
2015-02-12,Buffalo,City,daily,42,Train,NA,NA,NA
2015-02-13,Buffalo,City,daily,22,Train,NA,NA,NA
2015-02-14,Buffalo,City,daily,27,Train,NA,NA,NA
2015-02-15,Buffalo,City,daily,26,Train,NA,NA,NA
2015-02-16,Buffalo,City,daily,33,Train,NA,NA,NA
2015-02-17,Buffalo,City,daily,35,Train,NA,NA,NA
2015-02-18,Buffalo,City,daily,26,Train,NA,NA,NA
2015-02-19,Buffalo,City,daily,27,Train,NA,NA,NA
2015-02-20,Buffalo,City,daily,36,Train,NA,NA,NA
2015-02-21,Buffalo,City,daily,27,Train,NA,NA,NA
2015-02-22,Buffalo,City,daily,41,Train,NA,NA,NA
2015-02-23,Buffalo,City,daily,30,Train,NA,NA,NA
2015-02-24,Buffalo,City,daily,37,Train,NA,NA,NA
2015-02-25,Buffalo,City,daily,39,Train,NA,NA,NA
2015-02-26,Buffalo,City,daily,24,Train,NA,NA,NA
2015-02-27,Buffalo,City,daily,42,Train,NA,NA,NA
2015-02-28,Buffalo,City,daily,30,Train,NA,NA,NA
2015-03-01,Buffalo,City,daily,38,Train,NA,NA,NA
2015-03-02,Buffalo,City,daily,26,Train,NA,NA,NA
2015-03-03,Buffalo,City,daily,50,Train,NA,NA,NA
2015-03-04,Buffalo,City,daily,26,Train,NA,NA,NA
2015-03-05,Buffalo,City,daily,35,Train,NA,NA,NA
2015-03-06,Buffalo,City,daily,31,Train,NA,NA,NA
2015-03-07,Buffalo,City,daily,26,Train,NA,NA,NA
2015-03-08,Buffalo,City,daily,36,Train,NA,NA,NA
2015-03-09,Buffalo,City,daily,36,Train,NA,NA,NA
2015-03-10,Buffalo,City,daily,29,Train,NA,NA,NA
2015-03-11,Buffalo,City,daily,34,Train,NA,NA,NA
2015-03-12,Buffalo,City,daily,35,Train,NA,NA,NA
2015-03-13,Buffalo,City,daily,51,Train,NA,NA,NA
2015-03-14,Buffalo,City,daily,41,Train,NA,NA,NA
2015-03-15,Buffalo,City,daily,48,Train,NA,NA,NA
2015-03-16,Buffalo,City,daily,45,Train,NA,NA,NA
2015-03-17,Buffalo,City,daily,25,Train,NA,NA,NA
2015-03-18,Buffalo,City,daily,44,Train,NA,NA,NA
2015-03-19,Buffalo,City,daily,48,Train,NA,NA,NA
2015-03-20,Buffalo,City,daily,44,Train,NA,NA,NA
2015-03-21,Buffalo,City,daily,47,Train,NA,NA,NA
2015-03-22,Buffalo,City,daily,39,Train,NA,NA,NA
2015-03-23,Buffalo,City,daily,41,Train,NA,NA,NA
2015-03-24,Buffalo,City,daily,31,Train,NA,NA,NA
2015-03-25,Buffalo,City,daily,50,Train,NA,NA,NA
2015-03-26,Buffalo,City,daily,39,Train,NA,NA,NA
2015-03-27,Buffalo,City,daily,36,Train,NA,NA,NA
2015-03-28,Buffalo,City,daily,39,Train,NA,NA,NA
2015-03-29,Buffalo,City,daily,30,Train,NA,NA,NA
2015-03-30,Buffalo,City,daily,39,Train,NA,NA,NA
2015-03-31,Buffalo,City,daily,32,Train,NA,NA,NA
2015-04-01,Buffalo,City,daily,50,Train,NA,NA,NA
2015-04-02,Buffalo,City,daily,34,Train,NA,NA,NA
2015-04-03,Buffalo,City,daily,42,Train,NA,NA,NA
2015-04-04,Buffalo,City,daily,44,Train,NA,NA,NA
2015-04-05,Buffalo,City,daily,42,Train,NA,NA,NA
2015-04-06,Buffalo,City,daily,34,Train,NA,NA,NA
2015-04-07,Buffalo,City,daily,38,Train,NA,NA,NA
2015-04-08,Buffalo,City,daily,34,Train,NA,NA,NA
2015-04-09,Buffalo,City,daily,41,Train,NA,NA,NA
2015-04-10,Buffalo,City,daily,38,Train,NA,NA,NA
2015-04-11,Buffalo,City,daily,39,Train,NA,NA,NA
2015-04-12,Buffalo,City,daily,41,Train,NA,NA,NA
2015-04-13,Buffalo,City,daily,48,Train,NA,NA,NA
2015-04-14,Buffalo,City,daily,42,Train,NA,NA,NA
2015-04-15,Buffalo,City,daily,36,Train,NA,NA,NA
2015-04-16,Buffalo,City,daily,46,Train,NA,NA,NA
2015-04-17,Buffalo,City,daily,55,Train,NA,NA,NA
2015-04-18,Buffalo,City,daily,50,Train,NA,NA,NA
2015-04-19,Buffalo,City,daily,48,Train,NA,NA,NA
2015-04-20,Buffalo,City,daily,53,Train,NA,NA,NA
2015-04-21,Buffalo,City,daily,43,Train,NA,NA,NA
2015-04-22,Buffalo,City,daily,45,Train,NA,NA,NA
2015-04-23,Buffalo,City,daily,45,Train,NA,NA,NA
2015-04-24,Buffalo,City,daily,59,Train,NA,NA,NA
2015-04-25,Buffalo,City,daily,32,Train,NA,NA,NA
2015-04-26,Buffalo,City,daily,35,Train,NA,NA,NA
2015-04-27,Buffalo,City,daily,39,Train,NA,NA,NA
2015-04-28,Buffalo,City,daily,40,Train,NA,NA,NA
2015-04-29,Buffalo,City,daily,52,Train,NA,NA,NA
2015-04-30,Buffalo,City,daily,45,Train,NA,NA,NA
2015-05-01,Buffalo,City,daily,58,Train,NA,NA,NA
2015-05-02,Buffalo,City,daily,64,Train,NA,NA,NA
2015-05-03,Buffalo,City,daily,43,Train,NA,NA,NA
2015-05-04,Buffalo,City,daily,54,Train,NA,NA,NA
2015-05-05,Buffalo,City,daily,42,Train,NA,NA,NA
2015-05-06,Buffalo,City,daily,45,Train,NA,NA,NA
2015-05-07,Buffalo,City,daily,39,Train,NA,NA,NA
2015-05-08,Buffalo,City,daily,42,Train,NA,NA,NA
2015-05-09,Buffalo,City,daily,52,Train,NA,NA,NA
2015-05-10,Buffalo,City,daily,58,Train,NA,NA,NA
2015-05-11,Buffalo,City,daily,46,Train,NA,NA,NA
2015-05-12,Buffalo,City,daily,40,Train,NA,NA,NA
2015-05-13,Buffalo,City,daily,48,Train,NA,NA,NA
2015-05-14,Buffalo,City,daily,55,Train,NA,NA,NA
2015-05-15,Buffalo,City,daily,48,Train,NA,NA,NA
2015-05-16,Buffalo,City,daily,42,Train,NA,NA,NA
2015-05-17,Buffalo,City,daily,57,Train,NA,NA,NA
2015-05-18,Buffalo,City,daily,48,Train,NA,NA,NA
2015-05-19,Buffalo,City,daily,42,Train,NA,NA,NA
2015-05-20,Buffalo,City,daily,57,Train,NA,NA,NA
2015-05-21,Buffalo,City,daily,39,Train,NA,NA,NA
2015-05-22,Buffalo,City,daily,52,Train,NA,NA,NA
2015-05-23,Buffalo,City,daily,60,Train,NA,NA,NA
2015-05-24,Buffalo,City,daily,50,Train,NA,NA,NA
2015-05-25,Buffalo,City,daily,42,Train,NA,NA,NA
2015-05-26,Buffalo,City,daily,59,Train,NA,NA,NA
2015-05-27,Buffalo,City,daily,53,Train,NA,NA,NA
2015-05-28,Buffalo,City,daily,48,Train,NA,NA,NA
2015-05-29,Buffalo,City,daily,54,Train,NA,NA,NA
2015-05-30,Buffalo,City,daily,53,Train,NA,NA,NA
2015-05-31,Buffalo,City,daily,43,Train,NA,NA,NA
2015-06-01,Buffalo,City,daily,61,Train,NA,NA,NA
2015-06-02,Buffalo,City,daily,45,Train,NA,NA,NA
2015-06-03,Buffalo,City,daily,53,Train,NA,NA,NA
2015-06-04,Buffalo,City,daily,55,Train,NA,NA,NA
2015-06-05,Buffalo,City,daily,55,Train,NA,NA,NA
2015-06-06,Buffalo,City,daily,58,Train,NA,NA,NA
2015-06-07,Buffalo,City,daily,58,Train,NA,NA,NA
2015-06-08,Buffalo,City,daily,61,Train,NA,NA,NA
2015-06-09,Buffalo,City,daily,43,Train,NA,NA,NA
2015-06-10,Buffalo,City,daily,48,Train,NA,NA,NA
